chapter,chapter_title,article,article_title,sub_article,gdpr_text,href,clean_text
5,Transfers of personal data to third countries or international organisations,47,Binding corporate rules,5,"The Commission may specify the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules within the meaning of this Article. 2Those implementing acts shall be adopted in accordance with the examination procedure set out in Article 93(2).",http://gdpr-info.eu/art-47-gdpr/,commission may specify format procedure exchange information controller processor supervisory authority binding corporate rule within meaning article implementing act shall adopted accordance examination procedure set article
5,Transfers of personal data to third countries or international organisations,48,Transfers or disclosures not authorised by Union law,1,"Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State, without prejudice to other grounds for transfer pursuant to this Chapter.",http://gdpr-info.eu/art-48-gdpr/,judgment court tribunal decision administrative authority third country requiring controller processor transfer disclose personal data may recognised enforceable manner based international agreement mutual legal assistance treaty force requesting third country union member state without prejudice ground transfer pursuant chapter
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,1,"In the absence of an adequacy decision pursuant to Article 45(3), or of appropriate safeguards pursuant to Article 46, including binding corporate rules, a transfer or a set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions
the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards
the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject’s request
the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person
the transfer is necessary for important reasons of public interest
the transfer is necessary for the establishment, exercise or defence of legal claims
the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent
the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.",http://gdpr-info.eu/art-49-gdpr/,absence adequacy decision pursuant article appropriate safeguard pursuant article including binding corporate rule transfer set transfer personal data third country international organisation shall take place one following condition data subject explicitly consented proposed transfer informed possible risk transfer data subject due absence adequacy decision appropriate safeguard transfer necessary performance contract data subject controller implementation precontractual measure taken data subject request transfer necessary conclusion performance contract concluded interest data subject controller another natural legal person transfer necessary important reason public interest transfer necessary establishment exercise defence legal claim transfer necessary order protect vital interest data subject person data subject physically legally incapable giving consent transfer made register according union member state law intended provide information public open consultation either public general person demonstrate legitimate interest extent condition laid union member state law consultation fulfilled particular case
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,2,"Where a transfer could not be based on a provision in Article 45 or 46, including the provisions on binding corporate rules, and none of the derogations for a specific situation referred to in the first subparagraph of this paragraph is applicable, a transfer to a third country or an international organisation may take place only if the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller has assessed all the circumstances surrounding the data transfer and has on the basis of that assessment provided suitable safeguards with regard to the protection of personal data. 3The controller shall inform the supervisory authority of the transfer. 4The controller shall, in addition to providing the information referred to in Articles 13 and 14, inform the data subject of the transfer and on the compelling legitimate interests pursued.",http://gdpr-info.eu/art-49-gdpr/,transfer could based provision article including provision binding corporate rule none derogation specific situation referred first subparagraph paragraph applicable transfer third country international organisation may take place transfer repetitive concern limited number data subject necessary purpose compelling legitimate interest pursued controller overridden interest right freedom data subject controller assessed circumstance surrounding data transfer basis assessment provided suitable safeguard regard protection personal data controller shall inform supervisory authority transfer controller shall addition providing information referred article inform data subject transfer compelling legitimate interest pursued
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,3,"A transfer pursuant to point (g) of the first subparagraph of paragraph 1 shall not involve the entirety of the personal data or entire categories of the personal data contained in the register. 2Where the register is intended for consultation by persons having a legitimate interest, the transfer shall be made only at the request of those persons or if they are to be the recipients.",http://gdpr-info.eu/art-49-gdpr/,transfer pursuant point g first subparagraph paragraph shall involve entirety personal data entire category personal data contained register register intended consultation person legitimate interest transfer shall made request person recipient
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,4,"Points (a), (b) and (c) of the first subparagraph of paragraph 1 and the second subparagraph thereof shall not apply to activities carried out by public authorities in the exercise of their public powers.",http://gdpr-info.eu/art-49-gdpr/,point b c first subparagraph paragraph second subparagraph thereof shall apply activity carried public authority exercise public power
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,5,The public interest referred to in point (d) of the first subparagraph of paragraph 1 shall be recognised in Union law or in the law of the Member State to which the controller is subject.,http://gdpr-info.eu/art-49-gdpr/,public interest referred point first subparagraph paragraph shall recognised union law law member state controller subject
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,6,"In the absence of an adequacy decision, Union or Member State law may, for important reasons of public interest, expressly set limits to the transfer of specific categories of personal data to a third country or an international organisation. 2Member States shall notify such provisions to the Commission.",http://gdpr-info.eu/art-49-gdpr/,absence adequacy decision union member state law may important reason public interest expressly set limit transfer specific category personal data third country international organisation member state shall notify provision commission
5,Transfers of personal data to third countries or international organisations,49,Derogations for specific situations,7,The controller or processor shall document the assessment as well as the suitable safeguards referred to in the second subparagraph of paragraph 1 of this Article in the records referred to in Article 30.,http://gdpr-info.eu/art-49-gdpr/,controller processor shall document assessment well suitable safeguard referred second subparagraph paragraph article record referred article
5,Transfers of personal data to third countries or international organisations,50,International cooperation for the protection of personal data,1,"In relation to third countries and international organisations, the Commission and supervisory authorities shall take appropriate steps to
develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data
provide international mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, complaint referral, investigative assistance and information exchange, subject to appropriate safeguards for the protection of personal data and other fundamental rights and freedoms
engage relevant stakeholders in discussion and activities aimed at furthering international cooperation in the enforcement of legislation for the protection of personal data
promote the exchange and documentation of personal data protection legislation and practice, including on jurisdictional conflicts with third countries.",http://gdpr-info.eu/art-50-gdpr/,relation third country international organisation commission supervisory authority shall take appropriate step develop international cooperation mechanism facilitate effective enforcement legislation protection personal data provide international mutual assistance enforcement legislation protection personal data including notification complaint referral investigative assistance information exchange subject appropriate safeguard protection personal data fundamental right freedom engage relevant stakeholder discussion activity aimed furthering international cooperation enforcement legislation protection personal data promote exchange documentation personal data protection legislation practice including jurisdictional conflict third country
6,Independent supervisory authorities,51,Supervisory authority,1,"Each Member State shall provide for one or more independent public authorities to be responsible for monitoring the application of this Regulation, in order to protect the fundamental rights and freedoms of natural persons in relation to processing and to facilitate the free flow of personal data within the Union (‘supervisory authority’).",http://gdpr-info.eu/art-51-gdpr/,member state shall provide one independent public authority responsible monitoring application regulation order protect fundamental right freedom natural person relation processing facilitate free flow personal data within union supervisory authority
6,Independent supervisory authorities,51,Supervisory authority,2,"Each supervisory authority shall contribute to the consistent application of this Regulation throughout the Union. 2For that purpose, the supervisory authorities shall cooperate with each other and the Commission in accordance with Chapter VII.",http://gdpr-info.eu/art-51-gdpr/,supervisory authority shall contribute consistent application regulation throughout union purpose supervisory authority shall cooperate commission accordance chapter vii
6,Independent supervisory authorities,51,Supervisory authority,3,"Where more than one supervisory authority is established in a Member State, that Member State shall designate the supervisory authority which is to represent those authorities in the Board and shall set out the mechanism to ensure compliance by the other authorities with the rules relating to the consistency mechanism referred to in Article 63.",http://gdpr-info.eu/art-51-gdpr/,one supervisory authority established member state member state shall designate supervisory authority represent authority board shall set mechanism ensure compliance authority rule relating consistency mechanism referred article
6,Independent supervisory authorities,51,Supervisory authority,4,"Each Member State shall notify to the Commission the provisions of its law which it adopts pursuant to this Chapter, by 25 May 2018 and, without delay, any subsequent amendment affecting them.",http://gdpr-info.eu/art-51-gdpr/,member state shall notify commission provision law adopts pursuant chapter may without delay subsequent amendment affecting
6,Independent supervisory authorities,52,Independence,1,Each supervisory authority shall act with complete independence in performing its tasks and exercising its powers in accordance with this Regulation.,http://gdpr-info.eu/art-52-gdpr/,supervisory authority shall act complete independence performing task exercising power accordance regulation
6,Independent supervisory authorities,52,Independence,2,"The member or members of each supervisory authority shall, in the performance of their tasks and exercise of their powers in accordance with this Regulation, remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody.",http://gdpr-info.eu/art-52-gdpr/,member member supervisory authority shall performance task exercise power accordance regulation remain free external influence whether direct indirect shall neither seek take instruction anybody
6,Independent supervisory authorities,52,Independence,3,"Member or members of each supervisory authority shall refrain from any action incompatible with their duties and shall not, during their term of office, engage in any incompatible occupation, whether gainful or not.",http://gdpr-info.eu/art-52-gdpr/,member member supervisory authority shall refrain action incompatible duty shall term office engage incompatible occupation whether gainful
6,Independent supervisory authorities,52,Independence,4,"Each Member State shall ensure that each supervisory authority is provided with the human, technical and financial resources, premises and infrastructure necessary for the effective performance of its tasks and exercise of its powers, including those to be carried out in the context of mutual assistance, cooperation and participation in the Board.",http://gdpr-info.eu/art-52-gdpr/,member state shall ensure supervisory authority provided human technical financial resource premise infrastructure necessary effective performance task exercise power including carried context mutual assistance cooperation participation board
6,Independent supervisory authorities,52,Independence,5,Each Member State shall ensure that each supervisory authority chooses and has its own staff which shall be subject to the exclusive direction of the member or members of the supervisory authority concerned.,http://gdpr-info.eu/art-52-gdpr/,member state shall ensure supervisory authority chooses staff shall subject exclusive direction member member supervisory authority concerned
6,Independent supervisory authorities,52,Independence,6,"Each Member State shall ensure that each supervisory authority is subject to financial control which does not affect its independence and that it has separate, public annual budgets, which may be part of the overall state or national budget.",http://gdpr-info.eu/art-52-gdpr/,member state shall ensure supervisory authority subject financial control affect independence separate public annual budget may part overall state national budget
6,Independent supervisory authorities,53,General conditions for the members of the supervisory authority,1,"Member States shall provide for each member of their supervisory authorities to be appointed by means of a transparent procedure by
– their parliament
– their government
– their head of State; or",http://gdpr-info.eu/art-53-gdpr/,member state shall provide member supervisory authority appointed mean transparent procedure parliament government head state
6,Independent supervisory authorities,53,General conditions for the members of the supervisory authority,2,– an independent body entrusted with the appointment under Member State law.,http://gdpr-info.eu/art-53-gdpr/,independent body entrusted appointment member state law
6,Independent supervisory authorities,53,General conditions for the members of the supervisory authority,3,"Each member shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers.",http://gdpr-info.eu/art-53-gdpr/,member shall qualification experience skill particular area protection personal data required perform duty exercise power
6,Independent supervisory authorities,53,General conditions for the members of the supervisory authority,4,"The duties of a member shall end in the event of the expiry of the term of office, resignation or compulsory retirement, in accordance with the law of the Member State concerned.",http://gdpr-info.eu/art-53-gdpr/,duty member shall end event expiry term office resignation compulsory retirement accordance law member state concerned
6,Independent supervisory authorities,53,General conditions for the members of the supervisory authority,5,A member shall be dismissed only in cases of serious misconduct or if the member no longer fulfils the conditions required for the performance of the duties.,http://gdpr-info.eu/art-53-gdpr/,member shall dismissed case serious misconduct member longer fulfils condition required performance duty
6,Independent supervisory authorities,54,Rules on the establishment of the supervisory authority,1,"Each Member State shall provide by law for all of the following
the establishment of each supervisory authority
the qualifications and eligibility conditions required to be appointed as member of each supervisory authority
the rules and procedures for the appointment of the member or members of each supervisory authority
the duration of the term of the member or members of each supervisory authority of no less than four years, except for the first appointment after 24 May 2016, part of which may take place for a shorter period where that is necessary to protect the independence of the supervisory authority by means of a staggered appointment procedure
whether and, if so, for how many terms the member or members of each supervisory authority is eligible for reappointment
the conditions governing the obligations of the member or members and staff of each supervisory authority, prohibitions on actions, occupations and benefits incompatible therewith during and after the term of office and rules governing the cessation of employment.",http://gdpr-info.eu/art-54-gdpr/,member state shall provide law following establishment supervisory authority qualification eligibility condition required appointed member supervisory authority rule procedure appointment member member supervisory authority duration term member member supervisory authority less four year except first appointment may part may take place shorter period necessary protect independence supervisory authority mean staggered appointment procedure whether many term member member supervisory authority eligible reappointment condition governing obligation member member staff supervisory authority prohibition action occupation benefit incompatible therewith term office rule governing cessation employment
6,Independent supervisory authorities,54,Rules on the establishment of the supervisory authority,2,"The member or members and the staff of each supervisory authority shall, in accordance with Union or Member State law, be subject to a duty of professional secrecy both during and after their term of office, with regard to any confidential information which has come to their knowledge in the course of the performance of their tasks or exercise of their powers. 2During their term of office, that duty of professional secrecy shall in particular apply to reporting by natural persons of infringements of this Regulation.",http://gdpr-info.eu/art-54-gdpr/,member member staff supervisory authority shall accordance union member state law subject duty professional secrecy term office regard confidential information come knowledge course performance task exercise power term office duty professional secrecy shall particular apply reporting natural person infringement regulation
6,Independent supervisory authorities,55,Competence,1,Each supervisory authority shall be competent for the performance of the tasks assigned to and the exercise of the powers conferred on it in accordance with this Regulation on the territory of its own Member State.,http://gdpr-info.eu/art-55-gdpr/,supervisory authority shall competent performance task assigned exercise power conferred accordance regulation territory member state
6,Independent supervisory authorities,55,Competence,2,"Where processing is carried out by public authorities or private bodies acting on the basis of point (c) or (e) of Article 6(1), the supervisory authority of the Member State concerned shall be competent. 2In such cases Article 56 does not apply.",http://gdpr-info.eu/art-55-gdpr/,processing carried public authority private body acting basis point c e article supervisory authority member state concerned shall competent case article apply
6,Independent supervisory authorities,55,Competence,3,Supervisory authorities shall not be competent to supervise processing operations of courts acting in their judicial capacity.,http://gdpr-info.eu/art-55-gdpr/,supervisory authority shall competent supervise processing operation court acting judicial capacity
6,Independent supervisory authorities,56,Competence of the lead supervisory authority,1,"Without prejudice to Article 55, the supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for the cross-border processing carried out by that controller or processor in accordance with the procedure provided in Article 60.",http://gdpr-info.eu/art-56-gdpr/,without prejudice article supervisory authority main establishment single establishment controller processor shall competent act lead supervisory authority crossborder processing carried controller processor accordance procedure provided article
6,Independent supervisory authorities,56,Competence of the lead supervisory authority,2,"By derogation from paragraph 1, each supervisory authority shall be competent to handle a complaint lodged with it or a possible infringement of this Regulation, if the subject matter relates only to an establishment in its Member State or substantially affects data subjects only in its Member State.",http://gdpr-info.eu/art-56-gdpr/,derogation paragraph supervisory authority shall competent handle complaint lodged possible infringement regulation subject matter relates establishment member state substantially affect data subject member state
6,Independent supervisory authorities,56,Competence of the lead supervisory authority,3,"In the cases referred to in paragraph 2 of this Article, the supervisory authority shall inform the lead supervisory authority without delay on that matter. 2Within a period of three weeks after being informed the lead supervisory authority shall decide whether or not it will handle the case in accordance with the procedure provided in Article 60, taking into account whether or not there is an establishment of the controller or processor in the Member State of which the supervisory authority informed it.",http://gdpr-info.eu/art-56-gdpr/,case referred paragraph article supervisory authority shall inform lead supervisory authority without delay matter within period three week informed lead supervisory authority shall decide whether handle case accordance procedure provided article taking account whether establishment controller processor member state supervisory authority informed
6,Independent supervisory authorities,56,Competence of the lead supervisory authority,4,"Where the lead supervisory authority decides to handle the case, the procedure provided in Article 60 shall apply. 2The supervisory authority which informed the lead supervisory authority may submit to the lead supervisory authority a draft for a decision. 3The lead supervisory authority shall take utmost account of that draft when preparing the draft decision referred to in Article 60(3).",http://gdpr-info.eu/art-56-gdpr/,lead supervisory authority decides handle case procedure provided article shall apply supervisory authority informed lead supervisory authority may submit lead supervisory authority draft decision lead supervisory authority shall take utmost account draft preparing draft decision referred article
6,Independent supervisory authorities,56,Competence of the lead supervisory authority,5,"Where the lead supervisory authority decides not to handle the case, the supervisory authority which informed the lead supervisory authority shall handle it according to Articles 61 and 62.",http://gdpr-info.eu/art-56-gdpr/,lead supervisory authority decides handle case supervisory authority informed lead supervisory authority shall handle according article
6,Independent supervisory authorities,56,Competence of the lead supervisory authority,6,The lead supervisory authority shall be the sole interlocutor of the controller or processor for the cross-border processing carried out by that controller or processor.,http://gdpr-info.eu/art-56-gdpr/,lead supervisory authority shall sole interlocutor controller processor crossborder processing carried controller processor
6,Independent supervisory authorities,57,Tasks,1,"Without prejudice to other tasks set out under this Regulation, each supervisory authority shall on its territory
monitor and enforce the application of this Regulation
promote public awareness and understanding of the risks, rules, safeguards and rights in relation to processing. Activities addressed specifically to children shall receive specific attention
advise, in accordance with Member State law, the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons’ rights and freedoms with regard to processing
promote the awareness of controllers and processors of their obligations under this Regulation
upon request, provide information to any data subject concerning the exercise of their rights under this Regulation and, if appropriate, cooperate with the supervisory authorities in other Member States to that end
handle complaints lodged by a data subject, or by a body, organisation or association in accordance with Article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary
cooperate with, including sharing information and provide mutual assistance to, other supervisory authorities with a view to ensuring the consistency of application and enforcement of this Regulation
conduct investigations on the application of this Regulation, including on the basis of information received from another supervisory authority or other public authority
monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices
adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2)
establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to Article 35(4)
give advice on the processing operations referred to in Article 36(2)
encourage the drawing up of codes of conduct pursuant to Article 40(1) and provide an opinion and approve such codes of conduct which provide sufficient safeguards, pursuant to Article 40(5)
encourage the establishment of data protection certification mechanisms and of data protection seals and marks pursuant to Article 42(1), and approve the criteria of certification pursuant to Article 42(5)
where applicable, carry out a periodic review of certifications issued in accordance with Article 42(7)
draft and publish the requirements for accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43
conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43
authorise contractual clauses and provisions referred to in Article 46(3)
approve binding corporate rules pursuant to Article 47
contribute to the activities of the Board
keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2); and",http://gdpr-info.eu/art-57-gdpr/,without prejudice task set regulation supervisory authority shall territory monitor enforce application regulation promote public awareness understanding risk rule safeguard right relation processing activity addressed specifically child shall receive specific attention advise accordance member state law national parliament government institution body legislative administrative measure relating protection natural person right freedom regard processing promote awareness controller processor obligation regulation upon request provide information data subject concerning exercise right regulation appropriate cooperate supervisory authority member state end handle complaint lodged data subject body organisation association accordance article investigate extent appropriate subject matter complaint inform complainant progress outcome investigation within reasonable period particular investigation coordination another supervisory authority necessary cooperate including sharing information provide mutual assistance supervisory authority view ensuring consistency application enforcement regulation conduct investigation application regulation including basis information received another supervisory authority public authority monitor relevant development insofar impact protection personal data particular development information communication technology commercial practice adopt standard contractual clause referred article point article establish maintain list relation requirement data protection impact assessment pursuant article give advice processing operation referred article encourage drawing code conduct pursuant article provide opinion approve code conduct provide sufficient safeguard pursuant article encourage establishment data protection certification mechanism data protection seal mark pursuant article approve criterion certification pursuant article applicable carry periodic review certification issued accordance article draft publish requirement accreditation body monitoring code conduct pursuant article certification body pursuant article conduct accreditation body monitoring code conduct pursuant article certification body pursuant article authorise contractual clause provision referred article approve binding corporate rule pursuant article contribute activity board keep internal record infringement regulation measure taken accordance article
6,Independent supervisory authorities,57,Tasks,2,fulfil any other tasks related to the protection of personal data.,http://gdpr-info.eu/art-57-gdpr/,fulfil task related protection personal data
6,Independent supervisory authorities,57,Tasks,3,"Each supervisory authority shall facilitate the submission of complaints referred to in point (f) of paragraph 1 by measures such as a complaint submission form which can also be completed electronically, without excluding other means of communication.",http://gdpr-info.eu/art-57-gdpr/,supervisory authority shall facilitate submission complaint referred point f paragraph measure complaint submission form also completed electronically without excluding mean communication
6,Independent supervisory authorities,57,Tasks,4,"The performance of the tasks of each supervisory authority shall be free of charge for the data subject and, where applicable, for the data protection officer.",http://gdpr-info.eu/art-57-gdpr/,performance task supervisory authority shall free charge data subject applicable data protection officer
6,Independent supervisory authorities,57,Tasks,5,"Where requests are manifestly unfounded or excessive, in particular because of their repetitive character, the supervisory authority may charge a reasonable fee based on administrative costs, or refuse to act on the request. 2The supervisory authority shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.",http://gdpr-info.eu/art-57-gdpr/,request manifestly unfounded excessive particular repetitive character supervisory authority may charge reasonable fee based administrative cost refuse act request supervisory authority shall bear burden demonstrating manifestly unfounded excessive character request
6,Independent supervisory authorities,58,Powers,1,"Each supervisory authority shall have all of the following investigative powers
to order the controller and the processor, and, where applicable, the controller’s or the processor’s representative to provide any information it requires for the performance of its tasks
to carry out investigations in the form of data protection audits
to carry out a review on certifications issued pursuant to Article 42(7)
to notify the controller or the processor of an alleged infringement of this Regulation
to obtain, from the controller and the processor, access to all personal data and to all information necessary for the performance of its tasks
to obtain access to any premises of the controller and the processor, including to any data processing equipment and means, in accordance with Union or Member State procedural law.",http://gdpr-info.eu/art-58-gdpr/,supervisory authority shall following investigative power order controller processor applicable controller processor representative provide information requires performance task carry investigation form data protection audit carry review certification issued pursuant article notify controller processor alleged infringement regulation obtain controller processor access personal data information necessary performance task obtain access premise controller processor including data processing equipment mean accordance union member state procedural law
6,Independent supervisory authorities,58,Powers,2,"Each supervisory authority shall have all of the following corrective powers
to issue warnings to a controller or processor that intended processing operations are likely to infringe provisions of this Regulation
to issue reprimands to a controller or a processor where processing operations have infringed provisions of this Regulation
to order the controller or the processor to comply with the data subject’s requests to exercise his or her rights pursuant to this Regulation
to order the controller or processor to bring processing operations into compliance with the provisions of this Regulation, where appropriate, in a specified manner and within a specified period
to order the controller to communicate a personal data breach to the data subject
to impose a temporary or definitive limitation including a ban on processing
to order the rectification or erasure of personal data or restriction of processing pursuant to Articles 16, 17 and 18 and the notification of such actions to recipients to whom the personal data have been disclosed pursuant to Article 17(2) and Article 19
to withdraw a certification or to order the certification body to withdraw a certification issued pursuant to Articles 42 and 43, or to order the certification body not to issue certification if the requirements for the certification are not or are no longer met
to impose an administrative fine pursuant to Article 83, in addition to, or instead of measures referred to in this paragraph, depending on the circumstances of each individual case
to order the suspension of data flows to a recipient in a third country or to an international organisation.",http://gdpr-info.eu/art-58-gdpr/,supervisory authority shall following corrective power issue warning controller processor intended processing operation likely infringe provision regulation issue reprimand controller processor processing operation infringed provision regulation order controller processor comply data subject request exercise right pursuant regulation order controller processor bring processing operation compliance provision regulation appropriate specified manner within specified period order controller communicate personal data breach data subject impose temporary definitive limitation including ban processing order rectification erasure personal data restriction processing pursuant article notification action recipient personal data disclosed pursuant article article withdraw certification order certification body withdraw certification issued pursuant article order certification body issue certification requirement certification longer met impose administrative fine pursuant article addition instead measure referred paragraph depending circumstance individual case order suspension data flow recipient third country international organisation
6,Independent supervisory authorities,58,Powers,3,"Each supervisory authority shall have all of the following authorisation and advisory powers
to advise the controller in accordance with the prior consultation procedure referred to in Article 36
to issue, on its own initiative or on request, opinions to the national parliament, the Member State government or, in accordance with Member State law, to other institutions and bodies as well as to the public on any issue related to the protection of personal data
to authorise processing referred to in Article 36(5), if the law of the Member State requires such prior authorisation
to issue an opinion and approve draft codes of conduct pursuant to Article 40(5)
to accredit certification bodies pursuant to  Article 43",http://gdpr-info.eu/art-58-gdpr/,supervisory authority shall following authorisation advisory power advise controller accordance prior consultation procedure referred article issue initiative request opinion national parliament member state government accordance member state law institution body well public issue related protection personal data authorise processing referred article law member state requires prior authorisation issue opinion approve draft code conduct pursuant article accredit certification body pursuant article
6,Independent supervisory authorities,58,Powers,4,"to issue certifications and approve criteria of certification in accordance with Article 42(5)
to adopt standard data protection clauses referred to in Article 28(8) and in point (d) of Article 46(2)
to authorise contractual clauses referred to in point (a) of Article 46(3)
to authorise administrative arrangements referred to in point (b) of Article 46(3)
to approve binding corporate rules pursuant to Article 47.",http://gdpr-info.eu/art-58-gdpr/,issue certification approve criterion certification accordance article adopt standard data protection clause referred article point article authorise contractual clause referred point article authorise administrative arrangement referred point b article approve binding corporate rule pursuant article
6,Independent supervisory authorities,58,Powers,5,"The exercise of the powers conferred on the supervisory authority pursuant to this Article shall be subject to appropriate safeguards, including effective judicial remedy and due process, set out in Union and Member State law in accordance with the Charter.",http://gdpr-info.eu/art-58-gdpr/,exercise power conferred supervisory authority pursuant article shall subject appropriate safeguard including effective judicial remedy due process set union member state law accordance charter
6,Independent supervisory authorities,58,Powers,6,"Each Member State shall provide by law that its supervisory authority shall have the power to bring infringements of this Regulation to the attention of the judicial authorities and where appropriate, to commence or engage otherwise in legal proceedings, in order to enforce the provisions of this Regulation.",http://gdpr-info.eu/art-58-gdpr/,member state shall provide law supervisory authority shall power bring infringement regulation attention judicial authority appropriate commence engage otherwise legal proceeding order enforce provision regulation
6,Independent supervisory authorities,58,Powers,7,"Each Member State may provide by law that its supervisory authority shall have additional powers to those referred to in paragraphs 1, 2 and 3. 2The exercise of those powers shall not impair the effective operation of Chapter VII.",http://gdpr-info.eu/art-58-gdpr/,member state may provide law supervisory authority shall additional power referred paragraph exercise power shall impair effective operation chapter vii
6,Independent supervisory authorities,59,Activity reports,1,"Each supervisory authority shall draw up an annual report on its activities, which may include a list of types of infringement notified and types of measures taken in accordance with Article 58(2). 2Those reports shall be transmitted to the national parliament, the government and other authorities as designated by Member State law. 3They shall be made available to the public, to the Commission and to the Board.",http://gdpr-info.eu/art-59-gdpr/,supervisory authority shall draw annual report activity may include list type infringement notified type measure taken accordance article report shall transmitted national parliament government authority designated member state law shall made available public commission board
7,Cooperation and consistency,60,Cooperation between the lead supervisory authority and the other supervisory authorities concerned,1,The lead supervisory authority shall cooperate with the other supervisory authorities concerned in accordance with this Article in an endeavour to reach consensus. 2The lead supervisory authority and the supervisory authorities concerned shall exchange all relevant information with each other.,http://gdpr-info.eu/art-60-gdpr/,lead supervisory authority shall cooperate supervisory authority concerned accordance article endeavour reach consensus lead supervisory authority supervisory authority concerned shall exchange relevant information
7,Cooperation and consistency,60,Cooperation between the lead supervisory authority and the other supervisory authorities concerned,2,"The lead supervisory authority may request at any time other supervisory authorities concerned to provide mutual assistance pursuant to Article 61 and may conduct joint operations pursuant to Article 62, in particular for carrying out investigations or for monitoring the implementation of a measure concerning a controller or processor established in another Member State.",http://gdpr-info.eu/art-60-gdpr/,lead supervisory authority may request time supervisory authority concerned provide mutual assistance pursuant article may conduct joint operation pursuant article particular carrying investigation monitoring implementation measure concerning controller processor established another member state
7,Cooperation and consistency,60,Cooperation between the lead supervisory authority and the other supervisory authorities concerned,3,"The lead supervisory authority shall, without delay, communicate the relevant information on the matter to the other supervisory authorities concerned. 2It shall without delay submit a draft decision to the other supervisory authorities concerned for their opinion and take due account of their views.",http://gdpr-info.eu/art-60-gdpr/,lead supervisory authority shall without delay communicate relevant information matter supervisory authority concerned shall without delay submit draft decision supervisory authority concerned opinion take due account view
