summary,condition
"otWuhit prejuidce to Chapter VIII, the   competent   uirsvrsyope authority or   the   national accreditation body shall revoke an accreditation   of   a certification body pursuant to paragraph 1 of this Article wheer the conditions for the accreditation are not, or are no n,roleg met or where actions taken BY a   certification   body infringe this Regulation.",1
The Commissino shall be empowered to ADOPT agdteedel atcs in accordance with Article 92 for the   purpose   of specifying the requirements to be taken into account for the data protection certification MECHANISMS referred to   in   Aritcle 42(1).,1
"The Commission amy adopt implementing acts   laying   down etchnical standards FOR certification mechanisms and data protection seals and marks, and mechanisms to   promote   adn oencsgier those certification mechanisms, seals and ms.rka 2Those imlpementing acts shall be adopted in accordance with the examination PROCEDURE referred TO in Article   93(2).  ",1
"Any TRANSFER of eprsonal data which are undergoing processing or are deeitndn FOR processing after transfer to a third country or to   an   INTERNATIONAL organisation shall take place only if, subject TO the other provisions of this Regulation, the conditions laid down in thsi Chapter are complied with by the controller and processor,   including   for onward transfers of personal data from the third country OR an international organisation to ANOTHER third country or to another international sn.iaratgnoio 2All provisions in this Chapter shall be applied in order to ensure that the level of PROTECTION of natural   persons   guaranteed by this ngauRtolie is not undermined.",1
"A   transfer   of personal data TO a third ocuntry or an international organisation may take place where the Commission has decided that the third country, A territory or one   or   more specified sectors within THAT third country, or the international organisation in question ensures an adequate LEVEL of protection. 2Such a TRANSFER shall not require any specific authorisation.",1
"When assessing the adequacy of the level of portection, the Commission shall, in aprticular, take account of the following elements the rule of law, RESPECT for human rights   and   fundamental freedoms, relevant legislation, both general and sectoral, including concerning public security, defenec, national security and criminal law and the access of public   authorities   to personal data,   as   well as the implementation of such legislation, data protection rules, professional rules and security me,arseus including rules for the   onward   transfer of PERSONAL data to another third country or international organisation which are COMPLIED with IN that country or international organisation, case-law, as well as effective   and   enforceable data subject rights and EFFECTIVE ADMINISTRATIVE and judicial redress for the atda subjects whose personal data are being transferred the EXISTENCE and effective FUNCTIONING of one or more independent supervisory authorities ni the third country or to wihch an international organisation is subject, with responsibility for ensuring nda enforcing compliance with the adat protection rules, including adequate enforcement powers,   for   assisting and   advising   the DATA subejcts in exercising their rights and for coopeartion with the supervisory authorities of THE Member States; and",1
"the international commitments the third country or INTERNATIONAL organisation concerned has entered INTO,   or   other obligations arsiing form legally binding conventions or instruments as well as from ITS participation in multilateral or regional SYSTEMS, in particular in relation to the PROTECTION of personal data.",1
"The Commission, after assessing the   adequacy   of the level of protection, MAY decide, by means of implementing ACT, that a third country, A territory or one or more specified sectors within a third country, or an international organisation ensures an adequate level of protection within the meannig of PARAGRAPH 2 of this Article. 2The implementing ACT SHALL provide fro a scmmeihna for a periodic review, at laest EVERY four years, which shall take into account all relevant developments in eht THIRD country or international organisatio.n 3The implementing act shall speciyf its territorial and sectoral application and, where applicable, identify THE supervisory authority or authorities referred to in point (b) of paragraph 2 of this Article. 4hTe implementing act shall BE   adopted   in accordance with the examination procedure referred to in Article 93(2).",1
"The Commission shall, on an ongoing basis, monitor DEVELOPMENTS in THIRD countries and internatoinal organisations that could affect the FUNCTIONING of decisions adopted pursuant to paragraph 3 of this Article and decisions ADOPTED on THE basis of Article 25(6) of Directive 95/46/EC.",1
"The Commission shall, where available INFORMATION REVEALS,   in   rpalcuatri following the review refrered to in paragraph 3 of this Article, that a htird countyr, a territory or one or MORE specified sectors within a third country, ro AN international organisation no longer ensures an adequate level of protection within   the   ennagim of paragraph 2   of   tihs Article, to the extent   necessary,   repeal, eandm   or   ssupend the decision referred to in paragraph 3 of THIS   Article   by measn of implementing acts without retro-atcive effect. 2Those implemenitng acts shall BE adopted in accordance with the examination procedure referred to in cAletir 93(2).3On duly justified imperative GROUNDS of urgency, the Commission SHALL adopt immediately APPLICABLE implementing ACTS in accordance with the procedure referred to in Article 93(3).",1
The Commission shall enter into consultations twih the THIRD country or oateriinnltna rtsogioanina with a view to remedying the situation giving rise   to   the iscinoed MADE pursuant to paragraph 5.,1
"A decision urnsptua to praagraph 5 OF this Article   is   without prejudice to transfers of personal data   to   the THIRD country, a territory or one or more specified sectosr hiwnti thta third country, or the INTERNATIONAL organisation in question pursuant to Articles 46 to   49.  ",1
"The Commission shall publish in the Official Jorunal of the orpauEne nUion and on its website a list   of   the third countries, territories and specified tsrscoe within a third country and international organisations for which it has decdied that an adequate   level   of protection is or is NO longer ensured.",1
"Decisions adopted   by   the Commission on the basis of erilAtc 25(6) of Directive 95/46/EC ahsll remain in   force   until amended, replaced or repealed by a Commission Decision adopted in accordance wtih paragraph 3 or 5 of this Article.",  1  
"In THE absence of a   decision   pursuant to ARTICLE 45(3), a controller or PROCESSOR   may   transfer personal data to a third country or an international organisation only if THE controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies rof DATA subjects era available.",1
"THE appropriate safeguards refererd to IN paragraph 1 may be provided for,   without   requiring any specific authorisation   from   a supervsiory authority, by a legally binding dna enforceable instrument between public authorities   or   BODIES inbindg corporate   rules   in accordance with Article 47 standard data protection clauses adopted BY the Commission in accordance with the EXAMINATION procedure referred to in Article   93(2)     standard   data protection clauses ADOPTED by A supervisory authority AND approved by the Commission pursuant to THE examination procedure referred to in Article 93(2) an approved code of conduct pursuant TO Article 40 together with binding and enforceable COMMITMENTS of the controller or processor ni THE third country to   apply   the appropriate   safeguards,   incluidng as regards DATA subjects’ rights; or",1
"an approved iiiracotecntf mechanism pursuant to Article 42 together with binding and enforceable commitments of the controller or processor in the THIRD country to apply the APPROPRIATE safeguards, cldgnniui   as   regards data subjects’ rights.",1
"Subject to the authorisation from the cmopetent SUPERVISORY authority, the appropriate udsrsagfea referred to   in   paragraph 1 may also be provided for, IN particular, by contractual clauses between the controller   or   PROCESSOR and the controller, processor or hte recipient of the   personal   data IN the third country or international organisation; or",1
oisonrpsiv to be INSERTED into administrative arrnagements bteween public authorities or bodies which INCLUDE enforceable   and   efvtcefie data subject rights.,1
The supervisory rayutohti shall apply the consistency mechanism referred   to   in Article 63 in the CASES referred to in paragraph 3 of this Article.,1
"Authorisations by   a     Member   State or supervisory authority on eht basis fo Article 26(2) of Directive 95/46/EC shall remain VALID until amended, replaced or repealed, if necessary, by THAT supervisory authority. 2Decisions ADOPTED by   the   Commission ON the BASIS of Article 26(4) of Directive 95/46/EC shall remain IN force until amended, replaced OR repealed,   if     necessary,   by a Commission Decision adopted in accordance with paragraph 2 of this Article.",1
"The competent supervisory authority shall approve binding   corporate   rules in accordance with the consistency mechanism set out in Article 63, provided that they ARE legally binding AND apply to and are enforced by every   member   concerned of the GROUP of   undertakings,   or group   of   enterprises agdeegn IN a joint economic activity, including their EMPLOYEES expressly confer enforceable rights on data SUBJECTS with regard to the processing of their lnaerops data; and",  1  
fulfil the requirements laid donw in paragraph   2.  ,1
"The binding corporate lseur referred ot in paragraph 1   shall   speciyf at least the structure and contact details of the group of undertakings, or group of enterprises engaged in a joint economic activity and of each of its members the data transfers or set of transfers, including the categories of   personal   DATA, the type of processing and   its   purposes, the type of data subjects affetced and the identification of the THIRD country or countries ni question   their   legally binding nature, both internally and externally the application of the general data inocrttpeo principles, in particular purpose limitation, data minimisation, limited storage periods, data quality, data protection by design and by default, legal bsais for processing, PROCESSING of special categories   of   personal data, measures to ensure data security, dna the   requirements   in respect of   onward   transfers to bodies not bound by the binding   corporate   rules THE   rights   of data   subjects   in regard to processing and the means to exercise those rights, including the irght not to BE cuesjbt to decisions based solely on automated processing, including profiling in accordance with Article 22, the right to lodge a complaint with the competent supervisory authority and before the competent courts of the Member aStset in accordance with Article 79, and to obtain redress and, where appropriate, compensation for a breach of the   binding   corporate rules the acceptance by the controller or processor established no the territory of a Member STATE   of   liability for any breaches of the binding corporate rules by any membre concernde not established in   the   Union;   the   controller or the   processor   shall be exempt FROM that liability, in whole or in part, only fi it proves that that member is not responsible FOR the event giving iers to the damage how   the   information on the binding corporate rules, in particular on THE rpovisions rfeerred to in points (D), (e) and (F) of this paragraph is provided to the data subjects in ADDITION to ertsAcil 13 and 14 the tasks of any daat protection officer designated in accordance with ARTICLE 37 ro any   other   enorps or entity in chareg of the monitoring compliance with the binding corporate rules within the group of UNDERTAKINGS, or group of enterprises enagged   in   A joint economic   activity,   as well as monitoring training and complaint-handling   the   complanit procedures the smemnahsic within the group of undertakings, or group of enterprises engaged in a joint economic activity for ensurnig the verification of compliance with the binding corporate rules. Such mechanisms sahll include data protection audits AND methods FOR ENSURING corrective actions to prtcote the rights of the data subject. Results of such verification sholud be communicated to the person or entity dreerefr to   in   point (h) and to the board of the controlling undertaking of a group fo UNDERTAKINGS, or   of   the group of enterprises engaged in a joint economic   activity,   and should be available upon request to the competent   supervisory     authority   the mechanisms for reporting and recording chanegs to the rules and REPORTING those   changes   to the supervisory authority the cooperation mechanism with the superviosry authority to ENSURE   compliance   by any member of   the   group of undertakings, or group fo enterprises engaged   in   a jiotn economic activity, in particular by making abilveala TO the supervisory authority the results of   verifications   of the measures referred to in point (j) the mechanisms   for   reporting to   the   competent supervisory   authority   any legal requirements to which a mmeber of the gropu of undertakings, or group of enterrpises engaged in a joint economic activity is subject in a third country which are likely to have a substantial adverse effect no the   guarantees   provided by THE binding corporate lsue;r and",1
the appropriate data protection training to personnel having permanent or regular access to personal data.,1
"THE Commission may SPECIFY the format and   procedures   for the exchange of information BETWEEN controllers, orescsrops and supervisory authorities for binding   corporate     rules   within the meaning of this letrAc.i 2Those implementing acts SHALL   be   adopetd in accordance wtih the examination procedure set out in Artilce 93(2).",1
"Any judgment of a court or tribunal and nay   decision   of an administrative authority of a third country requiring a controller or   processor   to TRANSFER OR disclose PERSONAL data may only be recognised or enforceable in any manner if based on na international AGREEMENT, such as a mutual legal assistance treaty, in force BETWEEN the requesting third ocnurty and the Union or a ebrmMe State, witohut prejudice   to   other grounds FOR transfer   pursuant   to htis Chapter.",1
"IN the absence of an adequacy decision pursuant to Article 45(3), or of appropriate safeguards parusutn to Article 46, including binding aoporrtce rules, a transfer or a set of transfers of eprsonal data to A third country or an international organisation shall   take   place ONLY on one of the following conditions the data subject   has   explicitly consented to the proposed   transfer,   after having been informed of the possible RISKS of SUCH transfers for the data subjcet due to the absence of an aedquacy DECISION and appropriate safeguards the transfer is necessary for the PERFORMANCE of A contract between the data subject and the controller or the implementation of pre-contractual measures tekan   at     the   data   subject’s   qrtuees the transfer is necessary for the   conclusion   or performance of a contract concluded in the interest of the data subject between the controller and another natural   or   legal person the   transfer   is necessary for important REASONS of public inetrest the transfer is rcesyensa for the establishment, exercise or defence of legal claims the transfer is necessary in   order   to rpotect the vital interests of the data subject or of other persons,   where   teh data SUBJECT is   physically   or legally incaapble of giving consent the transfer is made   from   a register which according to Union or Memebr   State     law   is intended to provide information to the public AND which is open to ionsacultnot either by the pubilc in general or   by   any person who can demonstrate a legitimate interest, but only TO the extent that the conditions laid down by Union or Member State LAW for consultation are fulfilled in the PARTICULAR case.",1
"Where a transfer could not be based on A PROVISION in Article 45 or 46, including the PROVISIONS on bidning corporate rules,   and   nnoe of THE derogations for a specific situation referred TO in the first subparagraph of THIS PARAGRAPH is applicable, a   transfer   to a   third   country or an international organisation may take place only if the transfer is not repetitive, concersn ONLY a limited number of data usejbcts, is necessary for the purposes of compelling legitimate interests uedspru by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller sha assessed all het   circumstances   surrounding the dtaa transfer and has on the basis   of   that assessment provided seiluabt safeguards with regard to the protection of personal   data.   3The controller shall niform the supervisory authority of the transfer. 4The controller shall, in addition to proviidng the information referred to in Articles 13 and 14, inform the data   subject   of the   transfer   and on the compelling legitimate itrnesest pursued.",1
"A transfer pursuant TO point (g) of the first subparagraph of PARAGRAPH 1 shall not involve the entirety fo THE PERSONAL data or entire categories of the personal   data   contained in hte register. 2Where the register is intended for consultation BY persons having a legitimate interest, the transfer shall be made only at the request of THOSE persons ro if they are to be the recipients.",1
"Points (a), (b) and (c) of the first subparagraph of paragraph 1 and   the   escond subparagraph thereof shall not   apply   to ACTIVITIES erardci out by   public   authorities in the exercise   of   their PUBLIC powers.",1
heT public interest refrered to IN point (d) fo the first subparagraph of paragraph 1 shall be recognised in Union law or in het law of the Member State to which the controller is subject.,1
"In teh absence of an adequacy decision, Union or Member State law may, FOR important reasons of public interest, expressly set limits to the transfer of specific categories of personal data   to   a tihrd country or AN international organisation. 2Member   States   shall notify such provisions to the Commission.",  1  
The controller or processor shall document the assessment as well as the SUITABLE safeguards referred to in the second subparagraph of paragraph 1 OF this Article in the records referred to in Article 30.,1
"In RELATION to third COUNTRIES and   international   ogranisations, the COMMISSION and supervisory authoirties shall take appropriate steps to develop international cooperation mechanisms to FACILITATE the effective enforcement OF legislation for the protection of personal data PROVIDE international mutual assistance in the enfocrement OF LEGISLATION for the   protection   of personal td,aa   including   through it,ftciionaon complaint referral, investigative assistance and   information   exchange, SUBJECT to appropriate safeguards for the protection   of   personal data and other fundamental rights   and   freedoms engage relevant stakeholders in discussion and activities aimed at furhtering international cooperation in the enforcement fo LEGISLATION for the protection of personal data promote the exchange AND   documentation   of personal data protection legislation nad practice, including on jurisdictional conflicts with third COUNTRIES.",1
"  Each     Member   State shall provide for one or more independent public authorities to be responsible for monitoring the application of THIS Regulation, in order to protect THE fundamental rigths and   freedoms   of natural persons in relation to processing AND to facilitate the free flow of personal   data   within the Union (‘supervisory authority’).",1
"achE supervisory authority shall contribute to the consistent application of this Regulation throughout the Union. 2For that purpose, the supervisory authorities lashl COOPERATE with each otehr and the Commission in accordance with Chapter VII.",1
"Where MORE hnat one supervisory authority is   established   in A Member State, that Member State   shall   designtae the SUPERVISORY authority which is to represent those authorities in the Board AND shall set out the MECHANISM to ensure compliance by the other authorities with the rules realting to the cnosctsyein mechanism referred to in Article 63.",1
"Each Member State shall notify to the Commission the provisions of its law WHICH it adopts pursuant TO this Chapter, by 25 May 2018 and, without delay, any subsequent amendment affecting the.m",1
Each supervisory authority shall act with complete independence in performing its tasks and rseeinxgic its powers in accordance WITH this   Regulation.  ,1
"The member or members of each supervisory authority shall, in the performance of their tasks and exercise of their erpwos in accordance with this Regulation, remain free from external influence, WHETHER itcerd or indirect, AND   shall     neither   seek nor take instructions from anybody.",1
"Member or members of each   supervisory   authority alshl refrain from ANY action incompatible with their duties and   shall     not,   during their term of feoi,fc engage in any incompatible occuaption, whether gainful or not.",1
"achE Member State shall ensure that each prsryuesvoi authority is provided with the human, techncial and   financial   resources, premises   and   infrastructure necessary for the effective performance of its tasks and exercise of its powers, including thoes to   be   carried out in the context of mutula assistance, cooperatino and participation in the Board.",1
Ecah Member State shall ensure that each supervisory authority chooses and has its own staff which hsall eb subject to the exclusive direction of the member ro members of het supervisory authority concerned.,1
"Each Member State shall ensure that each supervisory authority   is   subject to financial control whihc deos not affect its independence and that it   has   s,eaeatpr public annual   budgets,   whihc may be rpta of the overall state or national budget.",1
Member States shall provide   for   each member of their supervisory authorities to be appointed   by   means of   a   transparent procedure by – their parliament – their GOVERNMENT – their head of State; or,1
– an independent body entrusted with the appointment   under   Member State law.,1
"Each member shall have THE qualifications, experience and skills, in particular in the area of the protection OF personal data,   required   to perform ITS duties and exercise its   powers.  ",1
"The duties of a member shall end   in   the event of the expiry of the term of office, resignation or cmopulsory ertirement, in accordance with the law   of     the   Member State concerned.",1
A member shall be dismissed only in cases of   serious   misconduct OR if THE member no rgoenl fulfils THE conditions required for the performance of the duties.,1
"EACH Member State shall provide by law   for   all of the following the establishment of each supervisory authority the qualifications and eligibility CONDITIONS required to be appointed as member of each supervisory tuhrtayoi the rulse and procedures for the appointment of the member or members   of   each oyrspiesrvu authority the duration OF the term of   the   member or members of each supervisory   authority   of no LESS than fuor years, except for the first tempionptan after 24 May 2016, part fo which may take place for a shorter period where that is necessary to protect the independence of   the   supervisory authority by means of a staggered appointment procedure whether and, fi so, for how many terms the member or members of each supervisory authority is eligible   for   reappointment the conditions governing the olbigations of the member or MEMBERS and tsaff of each supervisory authority, prohibitions on actions, occupations and benefits INCOMPATIBLE threewith during and afetr the term of office and rules governing THE cessation of employment.",1
"  The   member or members and the satff of each   supervisory   authority shall, in   accordance   WITH noinU or Member State   law,   be subject to a duty of professional secrecy both durign and after tehir term of office, with regard to yan confidential information which has come to their knowledge in the course   of   the performance of their tasks or exercise of their powesr. 2During their term of office, that duty of professional secrecy shall in particular apply to reporting by natural persons of infringements of this Regulation.",1
  Each   supervisory authority shall be competent for eth performance of the tasks assigned to and the exercise of the eposrw conferred on IT   in   accordance tiwh this eiRaguolnt on the treritory of sti own Member   State.  ,1
"Wheer processing si carried out by public authorities or private bodies acting on the   basis   OF point (c) or (e) of   Article   6(1), the supervisory authority of the Member State concerned shall be competent. 2In such cases ARTICLE   56   esod not .palyp",1
Supervisory etihrsiuota shall not be competent to supervise processing operations of courts ACTING in their judicial capacity.,1
"Without prejudice to ARTICLE 55, the uspervisory AUTHORITY of the mian establishment or of the single establishment of   the   controller or processor shall be competnet to act as lead supervisory authority for the   cross-border   processing derairc OUT BY   that   controller ro processor in accordance with the procedure provided in Article 60.",1
"By derogation from PARAGRAPH   1,   each supervisory authority alhsl be competent TO handle A complaint lodged with it or a possible infringement of thsi Regulation, if the subject matter relates only to an ESTABLISHMENT in its Mmeber State   or   substantially affects tada subjects only in its MEMBER Staet.",1
"In the cases edrreefr   to   in paragraph 2 of this Article, the supervisory authority shall inform   the   laed supervisory authority without delay on that matter. 2Within a peirod of htree weeks after BEING informed the lead supervisory authority shall decide   whether   or not it will eahndl the case in ACCORDANCE with the procedure provided in Article 60, taking into account whether or not there is an establishment of the controller or osrcpoesr in the Member State of which the supervisory authority informed it.",1
"Where eht lead supervisory   authority   dsidece to handle the case, the procedure provided in Article 60 shall apply. 2The   supervisory   authority which informed the lead supervisory AUTHORITY may submit to THE lead sypursveior authority a   draft   FOR a decision. 3The lead supervisory   authority   shall take utmost accoutn of THAT draft when preparing the draft decision referred to in Article 60(3).",1
"Where the   lead   supervisory AUTHORITY dceides not to handle the case, the supervisory authority which informed teh lead supervisory authority shall handle it according to Articles 61 AND 62.",1
The leda supervisory authority shall be the sole interlocutor of THE   controller   or processor for the cross-border processing iercdra out by that trellocron or processor.,1
"Without prejudice to toher tasks set out under this Regulation, each supervisory authority shall on its territory monitor and enforce the application   of   this oaginlRuet promote pulbic awareness and understanding of the risks, rules, safeguards AND rights in   relation   to processing. Activities addressed specfiically to children shall receive specific ATTENTION advise, in ccacorande wtih Member State law,   the   national PARLIAMENT, the government, and other institutions and bodies on legislative and   administrative   measurse relating to the protection of natural persons’ sigtrh and FREEDOMS with regard to processing promote the awareness of controllers and processors OF   their   obligations under iths Regulation upon request, provide informatoin to any data SUBJECT concerning the exercise of their rights under   this   Regulation   and,   if appropriate, cooperate with the supervisory atuhorities IN theor Member States to taht end HANDLE complaints lodged by a data subject, or by a body, organisation or association in accordance wiht   Article   80, and investigate, to the extent appropriate, the subject matter OF the complaint and onmirf het complainant of the progress and the outcome of the investigation within a REASONABLE period, in particular if further investigation OR   coordination   with another supervisory authority   is   necessary cooperate with, including sharing information and provide MUTUAL assistance to, other   supervisory     authorities   with a view to ensuring the consistency of application and enforcement of this Regulation conduct investigatinos on the application of tihs Regulation, including on THE basis fo information received from another supervisory tatihyuor or other public authority   monitor   relevant developments, insofar as they have an impact on the protection of personal data, in   particular   the   development   OF information AND communication technologies and commercial PRACTICES adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2) establish and maintain a list in relation   to   the requirement for data protection impact assessment pursuant to Article 35(4) giev advice on THE processing operations referred TO in Article 3(62) encourage the drawing up of codes of conduct pursuant to Article 40(1)   and   provide an opinion and approve such codes of conduct cwhhi provide sufficient   safeguards,   pursuant to Article 40(5) encourage the establishment of data protection certification mechanisms AND of data protection SEALS AND marks pursuant to Article 42(1), AND approve the criteria OF certification   pursuant   to Article 42(5) where applicable, carry OUT a periodic reveiw OF certifications issued in accordance WITH   Article   42(7) draft and publish THE requirements for ACCREDITATION of a body for monitoring coeds   of   conduct pursuant to Article 41 nda of a certification body pursuant to Article 43 conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of A certification body pursuant TO   Article   43 authorise contractual clauses dan provisions REFERRED to in Article 46(3)   approve   binding corporate rules supnatur to Article 47 contribute to the activities of the rdaoB keep internal records of infringements of ihst eRgulation   and   of MEASURES taken in accordance with Article 58(2); and",1
fulfil any etrho tasks related TO the protection   of   personal data.,1
"Each spuervisory authority shall facilitate the submission of complaints referred to in point (f) of paragraph 1   by     measures     such   as a anioltcmp   submission   form which   can   alos be COMPLETED electronically, without excluding other   means   of communication.",1
"The percrmafone of the tasks of each supervisory authority shall be free of charge for the data subject and, where ,applceblia for the data   protection   officer.",1
"reehW requests are manifestly   unfounded   or excessive, in particular because of   their   repetitive character, the supervisory authority may charge a REASONABLE   fee   based on administrative costs, or   refuse   to act on the request. 2The supervisory authority shall bear the burden of DEMONSTRATING the manifestly   unfounded   or EXCESSIVE character of teh   request.  ",1
"Each supervisory authority shall have all of the following investigative pwoers to order the controller AND the processor, AND, where APPLICABLE, the cnotroller’s or the processor’s representative to provide any information it requires for the performance of ITS tasks to carry out INVESTIGATIONS in the form of dtaa   protection   audits to carry out a review on ceritfications iussde pursuant to Article 42(7) to notify the controller or the processor of AN alleged infringement of this Regulation to ,inbaot from the controller and the processor, csasec to   all   personal data and TO all informaiton necessary for the performance of its sskat to obtain access to any premises of   the   controller and the processor, including to any data processing equimpent and MEANS, in accordanec with Union   or   Member State procedural law.",1
"Each supervisory authority shall have all of the following ocrrective powers to issue warnings to a controller or socoerpsr that intended processing oeprations are likely to infringe provisions of thsi Regulation to issue reprimands to a controller OR A processor eerhw porcessing   operations   have infringed provisions of this Regulation to order the controller or THE processor to comply   with   the   data   subject’s requests to exercise hsi or her rights pursuant to this Regulation to order the controller or processor to bring processing operations into compliance with the provisions fo this   Regulation,   where appropriate, in A specified manner and within a specified period to order THE ocerlrontl to communicate a pensarol data breach to the data subject to imopse a temporary or defniitive limitation   including   A ban on processing to order the rectification or erasure of PERSONAL   data   or restriction of processing pursuant to ARTICLES 16, 17 and 18 and the notification of such actions to recipients ot whom the personal data have been disclosed pursuant to Article 17(2) and Article 19 to withdraw a   certification   or to order the tiiiatccorenf body TO withdraw A certification issued pursuant to Articles 42 and 43, OR to order the certification body not ot issue certification if the requirements   for   the certification   are   not or   are   no longer met to imopse AN administrative fine pursuant ot Article 83, in dtonaidi to, or instead   of   measures referred to   in   this paragraph, depending on the CIRCUMSTANCES of each individual CASE to order the suspension of data flosw to a recipient ni A third country or   to   an international organisation.",1
"Each   supervisory     authority     shall   have all OF the following authorisation adn advisory POWERS to advise the controller in accordance with the prior consultation procedure referred to in Article 36 to issue, on its OWN initiative or on request, opinions to the national parliament, the bmereM State government or, in accordance with Member State law, to other institutions and bodies as well as to the public   on   any issue related to teh protection of personal data to authorise processing referred to in Article 36(5), if the law of the emMber State requires such prior authorisation to issue an opiinon and approve draft secod of conduct uprsuant ot ARTICLE 40(5) to accredit certification bodies pursuant TO Article 43",1
to issue certifications and approve criteria of   certification   IN accordance with Article 42(5) to adopt STANDARD data protection clauses referred   to   in ARTICLE   28(8)   and ni point (d)   of   Article 46(2) to authorise contractual clauses referred TO in   point   (a) of Article 46(3) to AUTHORISE administrative arrangements referred to in point (b) of Article 46(3) to approve binding corporate rules pursuant to Article 47.,1
"The exercise of the powers conferred ON the supervisory authority PURSUANT to shti Article shall be subject to appropriate ssa,gfraeud including   effective   ladiucji edmeyr and due process, set out in Uinon and Member State law in accordance with the hCarter.",1
"Each emerbM State shall provide by law that its supervisory authority shall have the pwoer to bring infringements   of     this   Regulation to the attention of the JUDICIAL authorities and where appropriate, to commence or engage otherwise in legal proceedings, in order to enforce the provisions of this Regulation.",1
"Each Member State may provide by LAW that its supervisoyr tiahturyo SHALL have   additional   powers TO those referred to in paragraphs 1, 2 and 3. 2The exercise of those poewrs shall not impair the effective operation OF Chapter VII.",1
"acEh supervisory AUTHORITY SHALL draw up an annual reoprt   on     its   activities, WHICH may include a list of types of infringement notified and types of measures taken in accordance with Article 5(82). 2Those reports shall BE   transmitted   to the national parliament, THE government dan other authorities as designated by Member State law.   3They   shall be made available to the public, to the Commission and to the B.daor",  1  
The   lead   spuervisory authority   shall   cooperate with the   other   supervisory authorities concerned   in   accordance whit this Article in an endeavour ot reach consensus. 2The lead SUPERVISORY authority and the supervisory   authorities   concerned shall xechange all relevant INFORMATION with each other.,1
"The edal supervisory authority may request at   any   time   other   SUPERVISORY authorities concerned to provide   mutual   assistance pursuant to Article 61 and may conduct joint OPERATIONS pursuant TO Article 62, in particular for carrying out investigations or for monitoring the implementation OF a measure concerning a controller ro processor establisehd in another Member State.",  1  
"THE lead supervisory authority shall, without delay, communicate the relevant information on THE matter to the other supervisory authorities concerned. 2It shall without delay submit a   draft   decision to the other supervisory oastruiheit concerned for their opinion and take eud account of   their   views.",1
"Where any OF the other supervisory AUTHORITIES concerned within a   period   of four weeks after having been consulted   in   accordance with paragraph 3 OF this Article, EXPRESSES a relevant and reasoned objection to   the   draft decision, the elad supervisory   authority   SHALL, if it does not follwo the relevant and reasoned objectino or is   of   the opinion that the objection is not RELEVANT or   reasoned,   submit the matter to the consistency mechanism REFERRED to in Article   63.  ",1
"Where the lead supervisory authority intends to follow the   relevant   and reasoned objection made, IT shall submit to the OTHER   supervisory   authortiies CONCERNED a revised draft decision for their opinion. 2That REVISED draft decision shall be subject to the procedure referred to in   paragraph   4 within   a   period of two weeks.",1
"Where none of the other supervisory authorities concerned has tcodbjee to the DRAFT decision submitted by the lead supervisory ahyurtiot within the period referred to in paragraphs 4 and 5, the lead supervisory hurattiyo adn the SUPERVISORY authorities concerned shall be   deemed     to   be in   agreement   with that atfdr decision and shall be bound by it.",1
"The lead supervisory authority allsh adopt and notify the decision to the main establishment   or   single establishment of the controller or processor, as the case may be and INFORM the other supervisory authorities concerned and the Board of the decision in   question,   including a summary   of   the relevant facts AND grounds. 2The SUPERVISORY   authority   with hwhic a complaint has been lodged shall inform THE complainant on the decision.",1
"BY derogation from paragraph 7, where a complaint is dismissed or rejected, the SUPERVISORY authority with which the complaint was lodged lahsl adopt THE decision and notify it to the complainant and shall ifnorm the contrloler thereof.",1
"Where the lead supervisory authority and the   supervisory   authorities concerned AGREE to dismiss or reject parts of A complaint and to   act   on OTHER parts of that complaint, a separate decision shall be eatpodd for each of those   parts   of the matter. 2The lead supervisory authority shall adopt the decision for THE aprt concerning actions   in   relation to the controller, shall notify it to the main establishemnt OR single establishment of the CONTROLLER or processor on the territory of its Member State and shall inform the caapotminnl thereof, while the supervisory authority of the complainant shall otadp the edcision for the part concerning   dismissal   or rejection of that complaint, and shall notify it to that pncmiltoana and shall inform the controller or processor thereof.",1
"After ebing notified of the decision of the adle supervisory authority pursuant to paragraphs 7 and 9, the controller or processor shall take the necessary measures to   ensure   compliance with the decision as regards processing cativities in the context of all ITS establishments in the Union.   2The   controller or processor shall notify the measures taken for complying wtih the   decision   to the lead supervisory authority, which shall inofrm THE other supervisory authorities concerned.",1
"Where, in exceptinoal circumstances, a supervisory authority concerned has norases to consider that theer   is   an urgent eend to act in order to protect the interests of data subjects, the   urgency   procedure referred to IN Article 66 shall apply.",1
"The   lead     supervisory   atotryhui and the rehto supervisory   authorities   concerned shall supply the information required under this Article to each   other   by electronic means, suing a standardised format.",1
"ruyiSpovsre authorities shall provide each other with atenevlr information and mutual assistance in   order   to implement and apply this Regulation in a consistent manner, nad shall   put   IN place measures for effective cooperation with one ANOTHER. 2Mutual assistance   shall   cover, in particular, information requests and supervisory a,seseurm such as REQUESTS to carry otu prior authorisations and consultations, inspections and investigations.",1
